Unnamed: 0,id,forum,s_name,s_area_name,post_time,title,author,content,page_url,content_type,date,label_day1,label_day2,label_day3,label_day4,label_day5,content_cleaned
3568,1680681983760_F0DCU,forum,校園聊天-Dcard,股票,2023-04-05 12:09:06,#標的 2606裕民 c螺開工送紅包365天當沖分享,平民百姓snow225/M,謝謝可樂大！,https://www.dcard.tw/f/stock/p/241673742,reply,2023-04-05,-1.0,1.0,-1.0,-1.0,-1.0,謝謝 可樂
3569,1680681983774_F0DCU,forum,校園聊天-Dcard,股票,2023-04-05 12:25:12,#標的 2606裕民 c螺開工送紅包365天當沖分享,好朋友emily9825/F,真的能可樂嗎？,https://www.dcard.tw/f/stock/p/241673742,reply,2023-04-05,-1.0,1.0,-1.0,-1.0,-1.0,可樂
3570,1680681983839_F0DCU,forum,校園聊天-Dcard,股票,2023-04-05 14:34:03,#標的 2606裕民 c螺開工送紅包365天當沖分享,東海大學/M,上次空了個漲停股，記憶猶新啊，不錯不錯，大家盡量跟,https://www.dcard.tw/f/stock/p/241673742,reply,2023-04-05,-1.0,1.0,-1.0,-1.0,-1.0,漲停股 記憶猶新 不錯 不錯
3571,1680681983873_F0DCU,forum,校園聊天-Dcard,股票,2023-04-05 15:35:41,#標的 2606裕民 c螺開工送紅包365天當沖分享,國立東華大學/M,C螺哥帶我飛啊,https://www.dcard.tw/f/stock/p/241673742,reply,2023-04-05,-1.0,1.0,-1.0,-1.0,-1.0,螺哥
3572,1680681983913_F0DCU,forum,校園聊天-Dcard,股票,2023-04-05 15:41:18,#標的 2606裕民 c螺開工送紅包365天當沖分享,國立臺灣海洋大學/M,456月航運的季節，呵呵,https://www.dcard.tw/f/stock/p/241673742,reply,2023-04-05,-1.0,1.0,-1.0,-1.0,-1.0,航運 季節
3573,1680758367097_F0DCU,forum,校園聊天-Dcard,股票,2023-04-06 07:15:49,#標的 2606裕民 c螺開工送紅包365天當沖分享,Dcard 大聲公dcardbigmac/D,"通報 📢
好像有人對這篇文章有新想法唷，快來去看看！
 https://www.dcard.tw/f/persona_iamdalp/p/241680927",https://www.dcard.tw/f/stock/p/241673742,reply,2023-04-06,1.0,-1.0,-1.0,-1.0,-1.0,通報 文章 想法 來去 看看
3574,1680758367177_F0DCU,forum,校園聊天-Dcard,股票,2023-04-06 09:06:07,#標的 2606裕民 c螺開工送紅包365天當沖分享,Dcard 大聲公dcardbigmac/D,"通報 📢
好像有人對這篇文章有新想法唷，快來去看看！
 https://www.dcard.tw/f/stock/p/241681173",https://www.dcard.tw/f/stock/p/241673742,reply,2023-04-06,1.0,-1.0,-1.0,-1.0,-1.0,通報 文章 想法 來去 看看
3575,1680781069831_F02_dcard,forum,校園聊天-Dcard,股票,2023-04-06 19:18:07,#分享 轉增貸 長榮&台積,鬍子藍tnn_jay666/M,"今天跟台🐔的AE聊天
他跟我一樣使用轉增貸方式拿600出來
差在他買的是280的長榮
我買的是292的台積

他心情很沮喪
不止帳面上虧損，還要負擔利息，並且股利還會併入所得稅30%
聽他口氣覺得壓力山大，年過40小孩才剛要出生，他跟我說他有自殺的念頭

但我真的很不會安慰人….
不知道該給他什麼建議….
有人可以教我怎麼跟他溝通嗎？

感謝🙏",https://www.dcard.tw/f/stock/p/241685613,main,2023-04-06,1.0,-1.0,-1.0,-1.0,-1.0,"使用 轉增貸 方式 出來 
差 心情 沮喪 帳面 虧損 負擔 利息 股利 併入 所得稅 口氣 覺得 壓力 小孩 出生 自殺 念頭 安慰 知道 建議 溝通 感謝"
3576,1681284687855_F02_dcard,forum,校園聊天-Dcard,股票,2023-04-12 15:21:44,#標的 2615 多萬海in北京 365c螺多給你看,可樂肥宅iamdalp/M,"選擇工具(股票、期貨、選擇權...)：股票
操作分類(做多、放空）：多
分析：萬海in北京我留下許多情，瘋狂的王者、主力的戰場、散戶的火葬場，型態一整個美，跟著主力走沒問題！
目標價：多 做多 航運的季節，短沖就是買大哥！


https://megapx-assets.dcard.tw/images/2fcbc665-772d-4ba8-9adc-794d5719203b/640.jpeg",https://www.dcard.tw/f/stock/p/241737294,main,2023-04-12,1.0,1.0,1.0,1.0,1.0,"選擇 工具 股票 期貨 選擇權 股票 操作 分類 做多 放空 分析 留下 瘋狂 王者 主力 戰場 散戶 型態 主力 問題 
目 標價 做多 航運 季節 短沖 大哥！


https://megapx-assets.dcard.tw/images/2fcbc665-772d-4ba8-9adc-794d5719203b/"
3577,1681328312945_F0DCU,forum,校園聊天-Dcard,股票,2023-04-12 16:51:25,#標的 2615 多萬海in北京 365c螺多給你看,義守大學/M,不知道明天有沒有機會跟上,https://www.dcard.tw/f/stock/p/241737294,reply,2023-04-12,1.0,1.0,1.0,1.0,1.0,知道 機會 跟上
3578,1681328312987_F0DCU,forum,校園聊天-Dcard,股票,2023-04-12 17:55:02,#標的 2615 多萬海in北京 365c螺多給你看,平民百姓snow225/M,謝謝帥氣的可樂大,https://www.dcard.tw/f/stock/p/241737294,reply,2023-04-12,1.0,1.0,1.0,1.0,1.0,謝謝 帥氣 可樂
3579,1681371515061_F0DCU,forum,校園聊天-Dcard,股票,2023-04-13 11:08:13,#標的 2615 多萬海in北京 365c螺多給你看,Dcard 大聲公dcardbigmac/D,"通報 📢
好像有人對這篇文章有新想法唷，快來去看看！
 https://www.dcard.tw/f/stock/p/241744740",https://www.dcard.tw/f/stock/p/241737294,reply,2023-04-13,1.0,1.0,1.0,1.0,0.0,通報 文章 想法 來去 看看
3580,1681433089708_F02_dcard,forum,校園聊天-Dcard,股票,2023-04-14 08:41:03,#標的 漢翔財報（2634）2022 Q4 法說會整理,Max的金融生活max_6810249/M,"軍工概念股-漢翔（2634）3/10 召開 Q4 法說會 ，同時間說明 2022 年 Q4 財報 ，公司報告人為黃淑媛（副總理經）。漢翔（2634）表示：「高教機進入密集交機期，民機業務在波音、空中巴士的產能提升，以及電廠科技服務業務的增加，都有望推動今年的營收和獲利同步提升，對於今年的展望保持成長。」


漢翔（2634）2023Q1 營收表現
「漢翔今年進入高教機密集交機期，全年交機目標17架（國機國造），高於去年的8架，帶動月營收步步高。」

漢翔（2634）累積合併營收 99.41 億元，年增 +72.33% （YoY）

漢翔（2634）Q4 財報
漢翔（2634）累積合併營收 89.58 億元，年增 +21% （YoY）
漢翔（2634）營業毛利 9.62億元，年增 +13% （YoY）
漢翔（2634）毛利率 10.7%，年減 -0.8 個百分點（YoY）
漢翔（2634）營業利益 4.8 億元，年增  +19% （YoY）
漢翔（2634）營利率 5.36% ，年增 +0.1 個百分點（YoY）
漢翔（2634）稅後淨利 2.54 億元，年增 +37 %（YoY）
漢翔（2634）稅後淨利率 2.83 % ，年增 +0.32 個百分點（YoY）
漢翔（2634）每股盈餘（EPS） 0.27元，年增 +0.07 元（YoY）

漢翔（2634）2022年度 財報
漢翔（2634）累積合併營收 302.4 億元，年增 +27% （YoY）
漢翔（2634）營業毛利 29.11 億元，年增 +64% （YoY）
漢翔（2634）毛利率 9.63 %，年增 +2.17 個百分點（YoY）
漢翔（2634）營業利益 15.07 億元，年增  +207% （YoY）
漢翔（2634）營利率 4.98% ，年增 +2.91 個百分點（YoY）
漢翔（2634）稅後淨利 16.27 億元，年增 +192%（YoY）
漢翔（2634）稅後淨利率 5.38% ，年增 +3.03個百分點（YoY）
漢翔（2634）每股盈餘（EPS） 17.3 元，年增 +1.14元（YoY）
https://megapx-assets.dcard.tw/images/3a1710fe-bcb1-4550-b98a-6d1ca7ba1a84/orig.jpeg

漢翔法說會（2634）產品別營收貢獻
漢翔（2634）產品別營收貢獻
國防營收占比 57% ，約 172 億元，年減 -2 個百分點（YoY）
民用營收占比 38%，約 115 億元，年減 -2 個百分點（YoY）
科技服務營收占比 5%，約 15 億元，年增 +4 個百分點（YoY）
漢翔（2634）法說會財報展望
漢翔（2634）2023年營運展望
漢翔表示今年高教機進入更密集交機，民用業務也持續成長，預計今年前3季營收會比較平均，對2023營運展望維持成長趨勢不變，營運規模增長能讓獲利水準更好。

國防營運展望
今年進入高教機密集交機期，全年交機目標17架（國機國造），高於去年的8架，業務佈局方面，運用執行 F-16 構改優勢及 F-16 維修中心能量，爭取新購 F-16V 戰機相關業務，以及 F-16 維修、 F-16 延壽等商機，除了現有機種外，加速推動IDF電戰系統提升建案、新式初教機建案；爭取各機型機隊委商業務；爭取空軍MQ-9無人機工合，並配合國家政策，與國內無人機法人及產業結合，針對國軍約 3,000 架無人機需求，爭取成為無人機量產中心。

民用航空營運展望
強化民機複材專技，發展熱塑(TPC)、樹脂轉化模塑(RTM)及共模成化(Co-Cure)等新世代複材製造技術，爭取參與下一代客機之開發研製計畫，穩定現有訂單，擴大承製比例；策略聯盟，聯合接單，充分運用現有產能。

科技服務營運展望
積極開發創能、儲能、控/用能等能源商機，延伸航空技術能量 系統整合相關領域，擴大衛星業務、拓展虛實整合智慧模擬應用之利基市場、持續爭取防災救難、大氣量測之飛航服務業務，以及資訊服務市場。

漢翔（2634）三大市場展望
國防市場展望
漢翔（2634）表示因應區域情勢緊張，112 年國防預算高達3,974 億元，加計特別預算，整體規模超過 5,000 億元，並在會中強調，111~115年海空戰力提升計畫採購特別預算共編列2,370億元，109~115年新式戰機採購特別預算共編列2,472億元，對於國內軍機市場前景看好。
https://megapx-assets.dcard.tw/images/2c7c8576-ae9c-4d3a-bc9d-3053bbfed174/orig.jpeg

民用航空市場展望
漢翔（2634）表示全球民用航空市場逐漸復甦，國際航空運輸協會(IATA)調查指出，2022年全球航空客運量與2019年疫情前相比，已復甦約68.5%，國際航太大廠波音、空中巴士等航太大廠皆表示，疫後新機需求大幅增加，且客運量平均年成長率達3.6~3.8%。

商務飛機：Honeywell 預測未來10年(2023~2032)需求交運量 8,500架，總市值約美金 2,740 億元。
航空發動機：Forecast International 預測未來10年(2022~2031)需求交運量 154,772具，總市值約美金 9,169 億元。
基於民用航空前景大好，漢翔穩定現有訂單，擴大承製比例，推動策略聯盟，聯合接單，強化自有民機複材專技，充分運用現有產能，精進民用發動機生產技術，建構精鑄件等專技製造中心，滿足客戶一站到位需求，以軍養商切入民用發動機修護(MRO)領域，拓展相關業務版圖，拓展藍海市場。

https://megapx-assets.dcard.tw/images/7f8ab8ac-d3cd-4327-a00a-262c55cb449d/orig.jpeg


漢翔（2634）股利政策
董事會通過配發現金股利1.08元，現金股息配發率為62%，股息殖利率為2.5%。預定5月30日召開股東常會。

漢翔法說會（2634）Q&A
Q1：漢翔（2634）是否有無人機產品的計劃？
漢翔（2634）回覆：「公司並沒有所謂無人機的產品，未來公司會運用過往飛機設計製造及測試量產還有後勤維修，作為能量，提供整個價值產業鏈完整的活動，希望能成為他們無人機的一個量產中心。」

Q2：漢翔（2634）無人機與軍用飛機是競爭關系還是互補關係？
漢翔（2634）回覆：「無人機基本上屬於不對稱的作戰一環，相較於傳統軍事兵力來講，無人機發揮輕巧襲擊的效果好，可負擔更危險的近距離的一個偵查任務，不存在與軍用飛機的一個競爭關係，反而可視為補強軍用飛機執行任務的重要軍事設備。」

Q3：漢翔（2634）波音737MAX付費的安全問題及交機進度？
漢翔（2634）回覆：「目前已經有許多國家允許737客機復飛，包括英、美、中國、印度等國，從整體接單情況來看，波音接單量陸續在增加，737系列也高達500架，安全性方面基本上已經獲得多方的認可，目前波音也依照規畫交機，737MAX 2022~2023年月產33架到37架之間。」

Q4：漢翔（2634）高教機營收認列方式？
漢翔（2634）回覆：「戰機從製造到組裝最後試飛通過，這期間可能高達2年到1年半之間，所以才用完工進度百分比的認列方式。」

Q5：漢翔（2634）無人機遴選沒選上的原因？
漢翔（2634）回覆：「無人機投標為階段性姓，決標的是第一階段設計研發能力，漢翔的強項在無人機量產及系統整合，待這五款機型進一步的驗證並進入量產，漢翔是絕對不會缺席的。」


Max & 小璇 台股法說會 （LINE社群）歡迎來許願！",https://www.dcard.tw/f/stock/p/241753019,main,2023-04-14,1.0,1.0,1.0,0.0,0.0,"軍工 概念股 召開 法說會 時間 說明 財報 報告人 副總理 表示 高教機 進入 密集 機期 民機 業務 巴士 產能 提升 科技 業務 增加 有望 推動 營收 獲利 同步 提升 保持 營收 表現 進入 高教 機密 集交 機期 交機 目標 國機 國造 高於 帶動 營收 累積 合併 營收 財報
漢翔 累積 合併 營收 
漢翔 營業 毛利 
漢翔 毛利率 百分點 營業 利益 年增  + 
漢翔 營利率 年增 百分點 淨利 淨利率 年增 百分點 
漢翔 盈餘 財報
漢翔 累積 合併 營收 
漢翔 營業 毛利 年增 + 
漢翔 毛利率 年增 百分點 營業 利益 
漢翔 營利率 年增 百分點 淨利 
漢翔 淨利率 年增 百分點 
漢翔 盈餘 年增 法說會 產品別 營收 貢獻 產品別 營收 國防 營收 百分點 民用 營收 百分點 科技 服務 營收 百分點 法說會 財報 展望 表示 高教機 進入 密集 民用 業務 持續 成長 預計 營收 平均 展望 維持 成長 趨勢 不變 規模 增長 獲利 水準 國防 展望
 進入 高教 機密 集交 機期 交機 目標 國機 國造 高於 業務 佈局 方面 運用 執行 構改 優勢 維修 能量 爭取 新購 戰機 相關 業務 維修 延壽 商機 現有 機種 推動 電戰 系統 提升 建案 新式 初教 機建案 爭取 機型 機隊 委商 業務 爭取 工合 配合 國家 政策 法人 產業 結合 國軍  架 需求 爭取 成為 人機 量產 民用 航空 展望 強化 民機 複材 專技 發展 熱塑 樹脂 轉化 模塑 共模成化 世代 複材 製造 技術 爭取 參與 客機 研製 計畫 穩定 現有 訂單 擴大 承製 比例 策略 聯盟 接單 充分 運用 現有 產能 科技 服務 展望 積極 開發 創能 儲能 用能 能源 商機 延伸 航空 技術 能量 系統 整合 相關 領域 擴大 衛星 業務 拓展 虛實 整合 智慧 模擬 應用 利基 持續 爭取 防災 救難 大氣 量測 飛航 服務 業務 資訊 展望 國防 展望 表示 因應 情勢 緊張 國防 預算 高達 加計 特別 預算 整體 規模 超過 強調 戰力 提升 計畫 採購 特別 預算 編列 新式 戰機 採購 特別 預算 編列 軍機 前景 看好 民用 航空 展望 表示 民用 航空 復甦 航空 運輸 指出 航空 客運量 疫情 相比 復甦 航太 巴士 航太 表示 新機 需求 增加 客運量 平均 成長率 商務 飛機 預測 需求 交運量 總市值 美金 航空 發動機 預測 需求 交運量 總市值 美金 。
 民用 航空 前景 大好 穩定 現有 訂單 擴大 承製 比例 推動 策略 聯盟 接單 強化 自有 民機 複材 專技 充分 運用 現有 產能 精進 民用 發動機 技術 建構 精鑄件 專技 製造 滿足 客戶 到位 需求 軍養商 切入 民用 發動機 修護 領域 拓展 相關 業務 版圖 拓展 藍海 股利 政策 董事會 通過 配發 現金 股利 現金 股息 配發率 股息 殖利率 預定 召開 股東 常會 法說會 有無 產品 計劃 回覆 所謂 產品 運用 過往 飛機 設計 製造 測試 量產 後勤 維修 作為 能量 提供 價值 產業鏈 完整 活動 希望 成為 量產 軍用 飛機 競爭 關系 互補 關係 回覆 基本 屬於 對稱 作戰 相較 傳統 軍事 兵力 發揮 輕巧 襲擊 效果 負擔 危險 近距離 偵查 任務 存在 軍用 飛機 競爭 關係 視為 補強 軍用 飛機 任務 重要 軍事 設備 付費 安全 問題 交機 進度 回覆 國家 允許 客機 復飛 包括 整體 情況 接單量 增加 系列 高達 安全性 方面 基本 獲得 多方 認可 規畫 高教機 營收 認列 方式 回覆 戰機 製造 組裝 試飛 通過 期間 高達 進度 百分比 認列 方式 遴選 選上 原因 回覆 投標 階段性 決標 階段 設計 研發 能力 強項 人機 量產 系統 整合 機型 驗證 進入 量產 缺席 台股 法說會 社群 歡迎 許願"
3581,1681465259966_F0DCU,forum,校園聊天-Dcard,股票,2023-04-14 11:08:31,#標的 漢翔財報（2634）2022 Q4 法說會整理,國立成功大學數學系/M,有人偷看答案Q,https://www.dcard.tw/f/stock/p/241753019,reply,2023-04-14,1.0,1.0,1.0,0.0,0.0,偷看 答案
3582,1681545366226_F0DCU,forum,校園聊天-Dcard,股票,2023-04-15 15:13:47,#標的 漢翔財報（2634）2022 Q4 法說會整理,東海大學/M,現在追都來得及,https://www.dcard.tw/f/stock/p/241753019,reply,2023-04-15,1.0,1.0,0.0,0.0,-1.0,來得及
3583,1681545366253_F0DCU,forum,校園聊天-Dcard,股票,2023-04-15 15:14:09,#標的 漢翔財報（2634）2022 Q4 法說會整理,東海大學/M,如果是真正大飆股 現在都還早 看看東哥遊艇,https://www.dcard.tw/f/stock/p/241753019,reply,2023-04-15,1.0,1.0,0.0,0.0,-1.0,真正 大飆股 看看 遊艇
3584,1681591815417_F0DCU,forum,校園聊天-Dcard,股票,2023-04-15 17:20:05,#標的 漢翔財報（2634）2022 Q4 法說會整理,高雄醫學大學/M,一飛沖天！,https://www.dcard.tw/f/stock/p/241753019,reply,2023-04-15,1.0,1.0,0.0,0.0,-1.0,沖天
3585,1681564997809_F02_dcard,forum,校園聊天-Dcard,股票,2023-04-15 21:05:18,#分享 乘風破浪 - 2615萬海,Tonytonyhuang123456/M,"大家好！我是A.K.A你的價投超人，想跟大家分享，前兩天持有的公司 - 萬海
相信大家已經很不陌生這檔股票XD ，那我簡單進入正題:

[簡單介紹]
 萬海航運股份有限公司
 國內第三大，全球第11大海運公司

[主業]  
貨櫃運輸佔97.30%
船舶貨櫃租賃佔1.25%
船務代理、船舶買賣佔1%
https://megapx-assets.dcard.tw/images/5345930a-ec78-4b82-844e-9eb5fad77730/orig.png

[航線]  
經營亞洲線為為主

[營收概況]  
2021-22貨運營收創高，但隨著解封自22下
半年營收下掉(股價掉)，到23年3月營收月增
https://megapx-assets.dcard.tw/images/ff70926d-a4b3-45e7-a7ce-85fc1e88c50d/orig.png

 [結語]  P.S ig內有購買的心路歷程唷
https://megapx-assets.dcard.tw/images/4ea7b38d-78d0-44c9-a629-f916655ae4de/orig.png
本人目前是小小上班族，喜歡看科技趨勢，研究價值派投資。近日開設一個ig平台，會不定期的實例分享價值投資心得＆簡單教學，有興趣可以追蹤支持一下。
謝謝。
https://www.instagram.com/aka.investor/",https://www.dcard.tw/f/stock/p/241766943,main,2023-04-15,1.0,1.0,0.0,0.0,-1.0,"價投 超人 分享 持有 相信 陌生 股票 簡單 進入 正題 簡單 介紹 航運 股份 海運 主業 貨櫃 運輸 船舶 貨櫃 租賃 船務 代理 船舶 買賣 航線 經營 亞洲線 為主 營收 概況 貨運 營收 創高 解封 營收 下掉 股價 營收 結語 購買 心路歷程 小小 上班族 喜歡 科技 趨勢 研究 價值派 投資 開設 平台 定期 實例 分享 價值 投資 心得 簡單 教學 興趣 追蹤 支持 。
 謝謝"
3586,1681798206617_F0DCU,forum,校園聊天-Dcard,股票,2023-04-18 12:51:02,#標的 漢翔財報（2634）2022 Q4 法說會整理,輔仁大學/F,想問大家打算多少停利,https://www.dcard.tw/f/stock/p/241753019,reply,2023-04-18,0.0,-1.0,0.0,-1.0,-1.0,打算 停利
3587,1682933054841_F02_dcard,forum,校園聊天-Dcard,股票,2023-05-01 17:01:05,#請益 請問榮運還有救嗎🥲,東海大學/M,"如題，小弟本人在前陣子剛好買在33 34左右，算是偏高，想請問版上的各位股神是否建議繼續抱著，還是直接停損呢
https://sticker-assets.dcard.tw/images/6924c6e3-e3d2-46b2-a4d2-978a427e8aee/orig.png",https://www.dcard.tw/f/stock/p/241906328,main,2023-05-01,0.0,0.0,-1.0,-1.0,-1.0,小弟 算是 請問版 股神 建議 繼續 直接 停損
3588,1686531065541_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-01 17:55:24,#請益 請問榮運還有救嗎🥲,苦瓜真他媽苦deadpoo1/M,現在砍太慢了 支撐快到了,https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-01,0.0,0.0,-1.0,-1.0,-1.0,支撐
3589,1686531065563_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-01 19:29:26,#請益 請問榮運還有救嗎🥲,BoBolintim/M,榮運35簽，我原本兩張，然後跌破支撐先賣一張，現在在思考何時再買一張降低成本，我覺得榮運產業面來看要等今年情況好轉，就會好一點，而外資在某一天大量買進，感覺就有詭🤣,https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-01,0.0,0.0,-1.0,-1.0,-1.0,跌破 支撐 思考 降低 成本 覺得 產業面 情況 好轉 外資 買進 感覺 詭🤣
3590,1686531065607_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-01 19:57:14,#請益 請問榮運還有救嗎🥲,腿推華爾街qaz7788/M,"建議再買雙倍來快速攤平（持有三張的話就再買六張）
現在算是地板價，當然不確定是否有地下室，但如果彈上去的話，賠的會比較少。",https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-01,0.0,0.0,-1.0,-1.0,-1.0,建議 雙倍 快速 攤平 持有 算是 地板價 確定 彈上去
3591,1686531065632_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-01 20:45:35,#請益 請問榮運還有救嗎🥲,你在偷看我嗎maxxxxd/M,現在會反彈 等反彈 小賠在走,https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-01,0.0,0.0,-1.0,-1.0,-1.0,反彈 反彈
3592,1686531065657_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-01 21:08:38,#請益 請問榮運還有救嗎🥲,南臺科技大學/M,停損換股操作,https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-01,0.0,0.0,-1.0,-1.0,-1.0,停損 換股 操作
3593,1686531065677_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-01 23:06:18,#請益 請問榮運還有救嗎🥲,輔仁大學/M,B3 小小建議；另找另一隻去購買，效率都比攤平好，這類型的股票我不建議攤🥺這類型我個人認為第一眼就看歪了往往都是失敗的收場參考,https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-01,0.0,0.0,-1.0,-1.0,-1.0,小小 建議 購買 效率 類型 股票 建議 攤🥺 類型 認為 看歪 失敗 收場 參考
3594,1686531065708_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-02 04:19:39,#請益 請問榮運還有救嗎🥲,遊手好閒主義者werty159357/M,通常問還有沒有救的我個人推薦一律先砍。,https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-02,0.0,-1.0,-1.0,-1.0,-1.0,推薦
3595,1686531065743_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-02 08:56:38,#請益 請問榮運還有救嗎🥲,Jjackson0923/M,等你停損就有救了,https://www.dcard.tw/f/stock/p/241906328,reply,2023-05-02,0.0,-1.0,-1.0,-1.0,-1.0,停損
3596,1683082591988_F02_dcard,forum,校園聊天-Dcard,股票,2023-05-03 10:47:59,#請益 航運股,嘉南藥理大學/M,"最近航運股怎麼跌成這樣
之後還有機會返航嗎？",https://www.dcard.tw/f/stock/p/241921668,main,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,航運股 跌成 這樣 機會 返航
3597,1686349710845_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 11:58:47,#請益 航運股,每天都要麥當勞shesweet50/M,股市就需要你這種漲跌都不知道原因的賭客,https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,需要 漲跌 知道 原因 賭客
3598,1686349710880_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 12:09:47,#請益 航運股,一個把留言刪除的同學,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,刪除 內容 一樣 錯過 相見
3599,1686349710889_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 12:19:08,#請益 航運股,匿名s4526821/M,"有啊，
才跌一週，
別這麼緊張。",https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,緊張
3600,1686349710899_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 12:28:50,#請益 航運股,Jjackson0923/M,問韭是不會，你這株韭菜,https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,韭菜
3601,1686349710934_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 13:38:49,#請益 航運股,國立雲林科技大學william0/M,又是一位嘎尾的受害者,https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,嘎尾 受害
3602,1686349710960_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 13:45:25,#請益 航運股,懶貓OUOazure0620/M,"咕嚕咕嚕
諾亞方舟變鐵達尼號囉~
這樣啥也不知道亂買的心態 跟賭博沒兩樣",https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,方舟 這樣 知道 心態 賭博 兩樣
3603,1686349710971_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 16:45:42,#請益 航運股,反串大師su123456/M,穩了,https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,
3604,1686349710982_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 18:36:55,#請益 航運股,國立臺南大學/M,陽明要注意會不會破哦,https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,注意
3605,1686349710993_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 19:24:46,#請益 航運股,小陳先生a466248/M,不會了,https://www.dcard.tw/f/stock/p/241921668,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,
3606,1683124308264_F02_dcard,forum,校園聊天-Dcard,股票,2023-05-03 21:59:04,#請益 #請益 陽明,Polaaa1255533/M,"本人股票新手，最近看到陽明配息20元很心動，但看了去年配息後有疑問想問為什麼只看到的6/24的價格再來就直接跳6/27了（去年配息日），中間兩天無法看到收盤價，也想請問大家有推薦買嗎？
https://sticker-assets.dcard.tw/images/73c6b900-8ac7-4e66-a69d-597041e6841c/orig.png
https://megapx-assets.dcard.tw/images/0f323135-6a47-46dc-ae79-3107f2958bb2/640.jpeg
https://megapx-assets.dcard.tw/images/8b35f7f0-8c7c-4a91-95d9-78078b9f4022/640.jpeg",https://www.dcard.tw/f/stock/p/241927455,main,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,股票 新手 看到 配息 心動 配息 疑問 看到 價格 直接 看到 收盤價 請問 推薦
3607,1686737675448_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 22:00:06,#請益 #請益 陽明,國立政治大學/M,可能是因為那天是禮拜五吧😮,https://www.dcard.tw/f/stock/p/241927455,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,
3608,1686737675504_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-03 22:05:32,#請益 #請益 陽明,我不是小女生janus717890/M,"股市見紅就不會開盤。

其實你已經看到答案了，經過快一年都沒填息，你怎麼覺得今年一定會填息？",https://www.dcard.tw/f/stock/p/241927455,reply,2023-05-03,-1.0,-1.0,-1.0,-1.0,-1.0,開盤 看到 答案 經過 填息 覺得 填息
3609,1686737675534_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-04 00:39:22,#請益 #請益 陽明,大同大學/M,陽明準備在6月幫你把它要跌的部分先配給你囉~,https://www.dcard.tw/f/stock/p/241927455,reply,2023-05-04,-1.0,-1.0,-1.0,-1.0,-1.0,準備 配給
3610,1686737675600_F0DCUNEW,forum,校園聊天-Dcard,股票,2023-05-04 01:40:16,#請益 #請益 陽明,國立臺北藝術大學/M,"因為不填息，所以要一直放著兩三年才能賺錢回本～
有耐心一點就可以買
沒耐心就不可以買",https://www.dcard.tw/f/stock/p/241927455,reply,2023-05-04,-1.0,-1.0,-1.0,-1.0,-1.0,填息 賺錢 耐心 耐心
